order_purchase_timestamp,customer_unique_id
2018-07-24 20:41:37,af07308b275d755c9edb36a90c618231
2018-08-08 08:38:49,3a653a41f6f9fc3d2a113cf8398680e8
2018-02-13 21:18:39,72632f0f9dd73dfee390c9b22eb56dd6
2018-06-07 10:06:19,e97109680b052ee858d93a539597bba7
2018-07-25 17:44:10,e2dfa3127fedbbca9707b36304996dab
2018-03-01 14:14:28,04cf8185c71090d28baa4407b2e6d600
2018-06-07 19:03:12,ccafc1c3f270410521c3c6f3b249870f
2018-01-02 19:00:43,6e26bbeaa107ec34112c64e1ee31c0f5
2017-12-26 23:41:31,6087cfc70fd833cf2db637a5e6e9d76b
2018-03-15 08:52:40,68954feaafe4dd638f3bd3e2afa174ec
2018-02-03 20:37:35,b8df986511d928829c3192c2ed081eba
2018-01-08 07:55:29,451e48381edab7f1f6dbfa6d728616ff
2018-08-09 11:44:40,9c9242ad7f1b52d926ea76778e1c0c57
2018-02-20 23:46:53,a25d5f94840d3c6a1a49f271ed83f4ec
2018-06-04 00:00:13,576ea0cab426cd8a00fad9a9c90a4494
2018-03-12 01:50:26,f4a7ef6bd931f83d75d83b71c94e90df
2018-05-02 11:45:38,bd13608b9c6033892ce62269b50a0afc
2018-02-25 13:50:30,1428917cd397d4f9ac0fde76dd6f2266
2018-04-16 21:15:39,a6fefcd9f434474cf6fcd8ed1102fd63
2017-12-12 13:56:04,37363700139c1aef873bbcd916e57dfd
2018-02-03 12:38:58,a2649503b92028291f011a976619b322
2018-07-29 23:34:51,6cbe8a392b76916e84c2faf69d0d0da0
2018-02-17 15:59:46,92fd8aa5948e20c43a014c44c025c5e1
2018-02-21 18:15:12,661a5e18a28b34880ccc60112f2b8e8e
2018-06-01 12:23:13,5f7d7732b351ce851a158528581af05f
2018-03-26 17:12:18,1b542f810484d8c042aed33a7c61a218
2018-08-04 23:25:30,394b2ce444baae9ae609f5d32000de0f
2018-06-04 16:44:48,08fb46d35bb3ab4037202c23592d1259
2018-05-17 16:59:11,372e0fc66eacb8698e4f9997d366d961
2018-07-29 11:24:17,cc1a30280651daf2d918ed7868575771
2018-02-01 14:02:19,b2cac0b16835dabf811b204127f58afa
2018-06-26 13:42:52,db979bdfe0bbba29ecd3df3f6c50bea2
2018-07-26 14:39:59,c77154776ead8e798c2d684205938f71
2017-12-15 00:06:10,38cad70d154a4dcc42b598d5c01f7ef1
2018-06-11 10:25:52,7cfba6e55439cae3fd2479d62fafe67f
2018-06-11 08:18:19,f7603d34c795584792a484186233e6e5
2018-03-09 14:50:15,ddf60e20e6e262e2136801ce5cd628b0
2018-08-05 13:09:48,da45a9a1df408c39f013b9b0b505042c
2018-02-19 20:31:09,9c9cef121cb812cb301babddc2d8331e
2018-04-22 08:48:13,0e764fc1a13e47e900c3d59a989753e8
2018-01-07 21:44:54,6a0e43f0d7e1b5539e4c58a26ebe35da
2018-02-10 13:26:59,5d710d9a48ebb7fe5ffc2940ff29f346
2018-06-18 16:02:23,a464f750556546a0989d9326ec003ccf
2018-06-13 13:47:39,c86a25b8f5f6c203bb3471553bdc3200
2018-07-15 08:33:19,3c0402bcc3ec3b33fc4430eb6c08720a
2018-04-13 08:44:17,7f2eb9cf900070f2e7a7f0e95719f85b
2018-02-15 10:33:30,fa0ee7ceb94193fb02aa78ce3a55695a
2018-07-28 16:52:55,65e5aaf9f721945f29cdba45c206cb83
2018-08-26 22:04:34,a71cac9f356cfeb9db35061020806212
2017-12-22 00:17:37,2ae3c67452283d5a0d30b32e0d33296e
2017-12-08 09:42:43,4754e3b66497719a91b36268ed9c5718
2018-02-27 12:55:42,cd148470c375939669971e8a032b16b4
2018-05-11 13:10:51,b11b7871c2b8be2d11fab954f58542f2
2018-01-22 19:22:22,42f80af2e6c585667e4eb416859ae153
2018-05-01 08:12:37,adeefbe14d26d3bf90facfeaae35d605
2018-04-11 22:32:31,bb7ef994cc22b1fc694ac59fb377b824
2017-12-20 23:45:07,b6aa1d5781553afaa244c3e42246d93c
2018-04-22 23:23:18,4a8c8f751984985cd49f74249da95aae
2018-08-03 08:59:39,00b2ca23369b68c4d4105ecea9c0cb93
2018-05-14 08:35:33,ca73adc05ad5d0d880de79b5ea3253b3
2018-06-05 09:10:34,439ced9aafa171a1ac88efa951c7db0a
2018-08-26 11:04:26,08de4d9507128e2ad419e26cc4f22b65
2018-07-30 22:41:44,0c8761c28faa9b9930e4a9bb545905da
2018-08-03 17:44:42,c7f8d7b1fffc946d7069574f74c39f4e
2018-03-01 22:14:26,97f104e8e54ef4147d17fc1536a1482c
2018-02-06 21:09:10,8e4404700874036dbb2c606039875e1a
2018-01-27 22:04:34,34c58672601f2c6d29db7efd1f6bf958
2018-02-01 12:31:21,e3c0567a8b991a9d812ee91f2650db40
2018-08-22 16:10:29,337bf0efbf9e5ba67461d2e5b4e5c2b1
2018-07-06 23:36:15,8279be4e9b2fbb615ace365178b785a0
2018-05-09 18:27:00,5bbc03d010ac4dbcfdfa2018349c8f6e
2018-01-23 10:32:39,91a7366b39d3620ce44f85fa5d116896
2018-08-20 18:24:30,198fa73f9282fb46d9b5b5c25394b7e1
2018-01-30 07:51:17,2ed58d0567a2839599b85957ee02bca9
2018-03-31 14:20:46,c53e944da3d3ad66ccb7527165b78681
2018-03-07 23:00:33,3ed766ba830792bcc9ad889d2607eab7
2018-05-08 22:12:34,f9c75a729bd4f0b6c346b18ad9fbc1cb
2018-04-25 22:18:10,5fa1f56316f4154109ceb42651385b7c
2018-07-22 15:19:05,be5be2dbad1352c6b4966664a5bb4fe9
2017-12-02 14:28:03,377bdfb2197d3b83c9e3f9502deabcfb
2018-03-26 09:14:26,81cfe11d1b667c768e77b6a9db5fe9b3
2018-01-09 06:37:43,fe65c76fc3eb742328d1401c521c95b4
2018-02-06 18:25:39,2ad3e60daba1700dc116ea525e842f28
2018-07-18 13:39:54,38eb5d4dcd39b971746632c47a4eb123
2018-06-08 12:19:58,b2d3863477633ff42a3dad9a7dd61cda
2018-05-16 16:10:21,cc9cbe91f775a595bcb05af59019b396
2018-07-05 18:40:47,548a09978548d2e347d494793e34c797
2018-02-21 17:15:49,b854c56e1163bced9c3ebf1e4a6576f3
